Date,Volume
2010-06-01 00:00:00-04:00,73190000
2010-06-02 00:00:00-04:00,95294000
2010-06-03 00:00:00-04:00,105538000
2010-06-04 00:00:00-04:00,109954000
2010-06-07 00:00:00-04:00,131328000
2010-06-08 00:00:00-04:00,229688000
2010-06-09 00:00:00-04:00,147384000
2010-06-10 00:00:00-04:00,121236000
2010-06-11 00:00:00-04:00,84092000
2010-06-14 00:00:00-04:00,78460000
2010-06-15 00:00:00-04:00,90820000
2010-06-16 00:00:00-04:00,79286000
2010-06-17 00:00:00-04:00,69580000
2010-06-18 00:00:00-04:00,76720000
2010-06-21 00:00:00-04:00,106554000
2010-06-22 00:00:00-04:00,124144000
2010-06-23 00:00:00-04:00,109102000
2010-06-24 00:00:00-04:00,155422000
2010-06-25 00:00:00-04:00,115394000
2010-06-28 00:00:00-04:00,112244000
2010-06-29 00:00:00-04:00,257326000
2010-06-30 00:00:00-04:00,194814000
