Date,Volume
2017-01-08 00:00:00-05:00,14669060000
2017-01-15 00:00:00-05:00,17042270000
2017-01-22 00:00:00-05:00,13609860000
2017-01-29 00:00:00-05:00,17570460000
2017-02-05 00:00:00-05:00,19019690000
2017-02-12 00:00:00-05:00,17355000000
2017-02-19 00:00:00-05:00,17859010000
2017-02-26 00:00:00-05:00,14914870000
2017-03-05 00:00:00-05:00,19525470000
2017-03-12 00:00:00-05:00,17745030000
2017-03-19 00:00:00-04:00,18798600000
2017-03-26 00:00:00-04:00,17156540000
2017-04-02 00:00:00-04:00,16235510000
2017-04-09 00:00:00-04:00,16665670000
2017-04-16 00:00:00-04:00,12261150000
2017-04-23 00:00:00-04:00,16793410000
2017-04-30 00:00:00-04:00,19649630000
2017-05-07 00:00:00-04:00,18870720000
2017-05-14 00:00:00-04:00,17769530000
2017-05-21 00:00:00-04:00,19227790000
2017-05-28 00:00:00-04:00,16127520000
2017-06-04 00:00:00-04:00,15050020000
2017-06-11 00:00:00-04:00,17635530000
2017-06-18 00:00:00-04:00,19540080000
2017-06-25 00:00:00-04:00,19053080000
2017-07-02 00:00:00-04:00,17524000000
2017-07-09 00:00:00-04:00,11567730000
2017-07-16 00:00:00-04:00,15102550000
2017-07-23 00:00:00-04:00,15129180000
2017-07-30 00:00:00-04:00,18072700000
2017-08-06 00:00:00-04:00,17335730000
2017-08-13 00:00:00-04:00,16391220000
2017-08-20 00:00:00-04:00,15295240000
2017-08-27 00:00:00-04:00,13824620000
2017-09-03 00:00:00-04:00,14126800000
2017-09-10 00:00:00-04:00,13576530000
2017-09-17 00:00:00-04:00,18184550000
2017-09-24 00:00:00-04:00,15886600000
2017-10-01 00:00:00-04:00,16263660000
2017-10-08 00:00:00-04:00,15278620000
2017-10-15 00:00:00-04:00,14748620000
2017-10-22 00:00:00-04:00,15233210000
2017-10-29 00:00:00-04:00,18323450000
2017-11-05 00:00:00-04:00,18964700000
2017-11-12 00:00:00-05:00,18589450000
2017-11-19 00:00:00-05:00,17274900000
2017-11-26 00:00:00-05:00,10525170000
2017-12-03 00:00:00-05:00,19518320000
2017-12-10 00:00:00-05:00,17250300000
2017-12-17 00:00:00-05:00,19458420000
2017-12-24 00:00:00-05:00,16075840000
2017-12-31 00:00:00-05:00,8796210000
