Date,Volume
,SPY
2025-02-10 14:30:00,6518758
2025-02-10 15:30:00,3340580
2025-02-10 16:30:00,2268410
2025-02-10 17:30:00,1584659
2025-02-10 18:30:00,1947261
2025-02-10 19:30:00,2722364
2025-02-10 20:30:00,4621939
