Date,Volume
2011-01-03 00:00:00-05:00,4286670000
2011-01-04 00:00:00-05:00,4796420000
2011-01-05 00:00:00-05:00,4764920000
2011-01-06 00:00:00-05:00,4844100000
2011-01-07 00:00:00-05:00,4963110000
2011-01-10 00:00:00-05:00,4036450000
2011-01-11 00:00:00-05:00,4050750000
2011-01-12 00:00:00-05:00,4226940000
2011-01-13 00:00:00-05:00,4310840000
2011-01-14 00:00:00-05:00,4661590000
2011-01-18 00:00:00-05:00,5284990000
2011-01-19 00:00:00-05:00,4743710000
2011-01-20 00:00:00-05:00,4935320000
2011-01-21 00:00:00-05:00,4935320000
2011-01-24 00:00:00-05:00,3902470000
2011-01-25 00:00:00-05:00,4595380000
2011-01-26 00:00:00-05:00,4730980000
2011-01-27 00:00:00-05:00,4309190000
2011-01-28 00:00:00-05:00,5618630000
2011-01-31 00:00:00-05:00,4167160000
