Date,Volume
2020-12-01 00:00:00-05:00,90740000
2020-12-02 00:00:00-05:00,62586000
2020-12-03 00:00:00-05:00,57840000
2020-12-04 00:00:00-05:00,58272000
2020-12-07 00:00:00-05:00,55026000
2020-12-08 00:00:00-05:00,65726000
2020-12-09 00:00:00-05:00,82016000
2020-12-10 00:00:00-05:00,60604000
2020-12-11 00:00:00-05:00,61294000
2020-12-14 00:00:00-05:00,83116000
2020-12-15 00:00:00-05:00,66390000
2020-12-16 00:00:00-05:00,88552000
2020-12-17 00:00:00-05:00,69486000
2020-12-18 00:00:00-05:00,119914000
2020-12-21 00:00:00-05:00,76736000
2020-12-22 00:00:00-05:00,47388000
2020-12-23 00:00:00-05:00,41876000
2020-12-24 00:00:00-05:00,29038000
2020-12-28 00:00:00-05:00,113736000
2020-12-29 00:00:00-05:00,97458000
2020-12-30 00:00:00-05:00,64186000
2020-12-31 00:00:00-05:00,59144000
