Date,Volume
2013-01-02 00:00:00-05:00,4202600000
2013-01-03 00:00:00-05:00,3829730000
2013-01-04 00:00:00-05:00,3424290000
2013-01-07 00:00:00-05:00,3304970000
2013-01-08 00:00:00-05:00,3601600000
2013-01-09 00:00:00-05:00,3674390000
2013-01-10 00:00:00-05:00,4081840000
2013-01-11 00:00:00-05:00,3340650000
2013-01-14 00:00:00-05:00,3003010000
2013-01-15 00:00:00-05:00,3135350000
2013-01-16 00:00:00-05:00,3384080000
2013-01-17 00:00:00-05:00,3706710000
2013-01-18 00:00:00-05:00,3795740000
2013-01-22 00:00:00-05:00,3570950000
2013-01-23 00:00:00-05:00,3552010000
2013-01-24 00:00:00-05:00,3699430000
2013-01-25 00:00:00-05:00,3476290000
2013-01-28 00:00:00-05:00,3388540000
2013-01-29 00:00:00-05:00,3949640000
2013-01-30 00:00:00-05:00,3726810000
2013-01-31 00:00:00-05:00,3999880000
