Date,Volume
2021-10-01 00:00:00-04:00,4010370000
2021-10-04 00:00:00-04:00,4307870000
2021-10-05 00:00:00-04:00,3902890000
2021-10-06 00:00:00-04:00,4009630000
2021-10-07 00:00:00-04:00,3843740000
2021-10-08 00:00:00-04:00,3280160000
2021-10-11 00:00:00-04:00,3281970000
2021-10-12 00:00:00-04:00,3558450000
2021-10-13 00:00:00-04:00,3620070000
2021-10-14 00:00:00-04:00,3598280000
2021-10-15 00:00:00-04:00,3819380000
2021-10-18 00:00:00-04:00,3662010000
2021-10-19 00:00:00-04:00,3459130000
2021-10-20 00:00:00-04:00,3670760000
2021-10-21 00:00:00-04:00,3822330000
2021-10-22 00:00:00-04:00,3758220000
2021-10-25 00:00:00-04:00,3899400000
2021-10-26 00:00:00-04:00,3879740000
2021-10-27 00:00:00-04:00,4226050000
2021-10-28 00:00:00-04:00,4132950000
2021-10-29 00:00:00-04:00,4510200000
