Date,Volume
2023-10-02 00:00:00-04:00,3938660000
2023-10-03 00:00:00-04:00,3953830000
2023-10-04 00:00:00-04:00,3777600000
2023-10-05 00:00:00-04:00,3581470000
2023-10-06 00:00:00-04:00,3902030000
2023-10-09 00:00:00-04:00,3174630000
2023-10-10 00:00:00-04:00,3520240000
2023-10-11 00:00:00-04:00,3601660000
2023-10-12 00:00:00-04:00,3713140000
2023-10-13 00:00:00-04:00,3566560000
2023-10-16 00:00:00-04:00,3409960000
2023-10-17 00:00:00-04:00,3794850000
2023-10-18 00:00:00-04:00,3686030000
2023-10-19 00:00:00-04:00,3969730000
2023-10-20 00:00:00-04:00,4004030000
2023-10-23 00:00:00-04:00,3776100000
2023-10-24 00:00:00-04:00,3821820000
2023-10-25 00:00:00-04:00,3869370000
2023-10-26 00:00:00-04:00,4277640000
2023-10-27 00:00:00-04:00,4019500000
2023-10-30 00:00:00-04:00,3911140000
2023-10-31 00:00:00-04:00,4249470000
