Date,Volume
2011-11-01 00:00:00-04:00,170236000
2011-11-02 00:00:00-04:00,122440000
2011-11-03 00:00:00-04:00,106300000
2011-11-04 00:00:00-04:00,81316000
2011-11-07 00:00:00-05:00,77200000
2011-11-08 00:00:00-05:00,78290000
2011-11-09 00:00:00-05:00,93612000
2011-11-10 00:00:00-05:00,100892000
2011-11-11 00:00:00-05:00,103262000
2011-11-14 00:00:00-05:00,130444000
2011-11-15 00:00:00-05:00,114780000
2011-11-16 00:00:00-05:00,110188000
2011-11-17 00:00:00-05:00,159662000
2011-11-18 00:00:00-05:00,168750000
2011-11-21 00:00:00-05:00,226424000
2011-11-22 00:00:00-05:00,198312000
2011-11-23 00:00:00-05:00,160226000
2011-11-25 00:00:00-05:00,99440000
2011-11-28 00:00:00-05:00,144146000
2011-11-29 00:00:00-05:00,131502000
2011-11-30 00:00:00-05:00,154340000
