Date,Volume
2022-12-01 00:00:00-05:00,4527130000
2022-12-02 00:00:00-05:00,4012620000
2022-12-05 00:00:00-05:00,4280820000
2022-12-06 00:00:00-05:00,4368380000
2022-12-07 00:00:00-05:00,4118050000
2022-12-08 00:00:00-05:00,4006900000
2022-12-09 00:00:00-05:00,3888260000
2022-12-12 00:00:00-05:00,3904130000
2022-12-13 00:00:00-05:00,5079360000
2022-12-14 00:00:00-05:00,4472340000
2022-12-15 00:00:00-05:00,4493900000
2022-12-16 00:00:00-05:00,7493660000
2022-12-19 00:00:00-05:00,3969610000
2022-12-20 00:00:00-05:00,3985370000
2022-12-21 00:00:00-05:00,3775200000
2022-12-22 00:00:00-05:00,3956950000
2022-12-23 00:00:00-05:00,2819280000
2022-12-27 00:00:00-05:00,3030300000
2022-12-28 00:00:00-05:00,3083520000
2022-12-29 00:00:00-05:00,3003680000
2022-12-30 00:00:00-05:00,2979870000
