Date,Volume
2011-01-09 00:00:00-05:00,23655220000
2011-01-16 00:00:00-05:00,21286570000
2011-01-23 00:00:00-05:00,19899340000
2011-01-30 00:00:00-05:00,23156650000
2011-02-06 00:00:00-05:00,21726860000
2011-02-13 00:00:00-05:00,20109950000
2011-02-20 00:00:00-05:00,12589110000
2011-02-27 00:00:00-05:00,7712050000
2011-03-06 00:00:00-05:00,12022480000
2011-03-13 00:00:00-05:00,20669090000
2011-03-20 00:00:00-04:00,23905220000
2011-03-27 00:00:00-04:00,20090110000
2011-04-03 00:00:00-04:00,18297330000
2011-04-10 00:00:00-04:00,19888170000
2011-04-17 00:00:00-04:00,19701690000
2011-04-24 00:00:00-04:00,15933560000
2011-05-01 00:00:00-04:00,17617650000
2011-05-08 00:00:00-04:00,20363720000
2011-05-15 00:00:00-04:00,19539110000
2011-05-22 00:00:00-04:00,19514380000
2011-05-29 00:00:00-04:00,17595530000
2011-06-05 00:00:00-04:00,16204530000
2011-06-12 00:00:00-04:00,18551800000
2011-06-19 00:00:00-04:00,20466010000
2011-06-26 00:00:00-04:00,19888020000
2011-07-03 00:00:00-04:00,19505540000
2011-07-10 00:00:00-04:00,14950400000
2011-07-17 00:00:00-04:00,20768430000
2011-07-24 00:00:00-04:00,20550440000
2011-07-31 00:00:00-04:00,21035970000
2011-08-07 00:00:00-04:00,26341740000
2011-08-14 00:00:00-04:00,19325310000
2011-08-21 00:00:00-04:00,22135160000
2011-08-28 00:00:00-04:00,26548480000
2011-09-04 00:00:00-04:00,23250630000
2011-09-11 00:00:00-04:00,18596560000
2011-09-18 00:00:00-04:00,24565280000
2011-09-25 00:00:00-04:00,25641420000
2011-10-02 00:00:00-04:00,24801410000
2011-10-09 00:00:00-04:00,22574340000
2011-10-16 00:00:00-04:00,22779620000
2011-10-23 00:00:00-04:00,23838320000
2011-10-30 00:00:00-04:00,24561180000
2011-11-06 00:00:00-04:00,22746070000
2011-11-13 00:00:00-05:00,19370910000
2011-11-20 00:00:00-05:00,19328050000
2011-11-27 00:00:00-05:00,13424920000
2011-12-04 00:00:00-05:00,21678300000
2011-12-11 00:00:00-05:00,20171810000
2011-12-18 00:00:00-05:00,21176570000
2011-12-25 00:00:00-05:00,16400510000
2012-01-01 00:00:00-05:00,9030550000
