Date,Volume
2014-01-05 00:00:00-05:00,5854870000
2014-01-12 00:00:00-05:00,17375600000
2014-01-19 00:00:00-05:00,17839850000
2014-01-26 00:00:00-05:00,15747340000
2014-02-02 00:00:00-05:00,19054250000
2014-02-09 00:00:00-05:00,20380140000
2014-02-16 00:00:00-05:00,16742180000
2014-02-23 00:00:00-05:00,13891540000
2014-03-02 00:00:00-05:00,18711730000
2014-03-09 00:00:00-05:00,17512170000
2014-03-16 00:00:00-04:00,16641060000
2014-03-23 00:00:00-04:00,17678140000
2014-03-30 00:00:00-04:00,16779360000
2014-04-06 00:00:00-04:00,16381500000
2014-04-13 00:00:00-04:00,18333880000
2014-04-20 00:00:00-04:00,13344490000
2014-04-27 00:00:00-04:00,15348510000
2014-05-04 00:00:00-04:00,18038030000
2014-05-11 00:00:00-04:00,16112380000
2014-05-18 00:00:00-04:00,15469770000
2014-05-25 00:00:00-04:00,13605170000
2014-06-01 00:00:00-04:00,11860010000
2014-06-08 00:00:00-04:00,14147690000
2014-06-15 00:00:00-04:00,13863870000
2014-06-22 00:00:00-04:00,16251000000
2014-06-29 00:00:00-04:00,15983470000
2014-07-06 00:00:00-04:00,11075160000
2014-07-13 00:00:00-04:00,14692810000
2014-07-20 00:00:00-04:00,15952350000
2014-07-27 00:00:00-04:00,14213850000
2014-08-03 00:00:00-04:00,17417530000
2014-08-10 00:00:00-04:00,16207390000
2014-08-17 00:00:00-04:00,13747450000
2014-08-24 00:00:00-04:00,12814930000
2014-08-31 00:00:00-04:00,11571710000
2014-09-07 00:00:00-04:00,11520670000
2014-09-14 00:00:00-04:00,14732610000
2014-09-21 00:00:00-04:00,17261820000
2014-09-28 00:00:00-04:00,16145360000
2014-10-05 00:00:00-04:00,18807610000
2014-10-12 00:00:00-04:00,20382540000
2014-10-19 00:00:00-04:00,24810660000
2014-10-26 00:00:00-04:00,17947860000
2014-11-02 00:00:00-04:00,18810910000
2014-11-09 00:00:00-05:00,18652340000
2014-11-16 00:00:00-05:00,16172310000
2014-11-23 00:00:00-05:00,17004640000
2014-11-30 00:00:00-05:00,11770900000
2014-12-07 00:00:00-05:00,18286300000
2014-12-14 00:00:00-05:00,19961180000
2014-12-21 00:00:00-05:00,25431950000
2014-12-28 00:00:00-05:00,9565680000
2015-01-04 00:00:00-05:00,7498710000
